Left Cerebellum.Posterior Lobe.Inferior Semi-Lunar Lobule.Gray Matter.*,
Right Cerebrum.Frontal Lobe.Subcallosal Gyrus.Gray Matter.Brodmann area 47,
Left Cerebrum.Frontal Lobe.Subcallosal Gyrus.Gray Matter.Brodmann area 11,287
Right Cerebrum.Frontal Lobe.Subcallosal Gyrus.Gray Matter.Brodmann area 11,123
Right Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 47,
Left Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 17,
Right Cerebrum.*.*.Gray Matter.Brodmann area 18,
Right Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 17,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 18,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 18,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.White Matter.*,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.White Matter.*,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.*.*,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Sub-Gyral.*.*,298
Right Cerebrum.*.Sub-Gyral.*.*,141
Right Cerebrum.Occipital Lobe.Sub-Gyral.*.*,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 19,
*.*.Middle Occipital Gyrus.*.*,
Right Cerebrum.*.Lingual Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Sub-Gyral.White Matter.*,
Right Cerebrum.Occipital Lobe.Sub-Gyral.White Matter.*,139
Left Cerebellum.Anterior Lobe.Culmen of Vermis.Gray Matter.*,
Right Cerebellum.Anterior Lobe.Culmen of Vermis.Gray Matter.*,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 37,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.Brodmann area 37,
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.White Matter.*,
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.White Matter.*,
Right Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 37,
Left Cerebrum.Occipital Lobe.Fusiform Gyrus.Gray Matter.Brodmann area 37,298
Right Cerebrum.Occipital Lobe.Fusiform Gyrus.Gray Matter.Brodmann area 37,
Right Cerebrum.Occipital Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 37,
Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 37,
Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 37,
Right Cerebrum.Limbic Lobe.Fusiform Gyrus.Gray Matter.Brodmann area 37,
Right Cerebrum.Limbic Lobe.Sub-Gyral.*.*,
Left Cerebrum.Limbic Lobe.Sub-Gyral.*.*,
Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Hippocampus,178
Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Hippocampus,
Left Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Hippocampus,338
Right Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Hippocampus,345
Left Brainstem.Midbrain.*.Gray Matter.Substania Nigra,
Right Brainstem.Midbrain.*.Gray Matter.Substania Nigra,
Left Brainstem.Midbrain.*.Gray Matter.Red Nucleus,
Right Brainstem.Midbrain.*.Gray Matter.Red Nucleus,
Left Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 28,
Right Cerebrum.Limbic Lobe.*.White Matter.*,
Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.*,
Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.*,
Left Cerebrum.Temporal Lobe.*.Gray Matter.Caudate Tail,
Right Cerebrum.Temporal Lobe.Caudate.Gray Matter.Caudate Tail,
Left Cerebrum.Temporal Lobe.Caudate.Gray Matter.Caudate Tail,
Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 21,
Left Cerebrum.Temporal Lobe.Extra-Nuclear.White Matter.*,336
Left Brainstem.Midbrain.*.Gray Matter.Mammillary Body,
Right Brainstem.Midbrain.*.Gray Matter.Mammillary Body,
Left Cerebrum.Sub-lobar.*.Gray Matter.Amygdala,339
Right Cerebrum.*.*.White Matter.*,
Right Cerebrum.Sub-lobar.*.Gray Matter.Amygdala,346
Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Optic Tract,
Right Cerebrum.Sub-lobar.Third Ventricle.Cerebro-Spinal Fluid.*,
Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Optic Tract,346
Left Cerebrum.Sub-lobar.Third Ventricle.Cerebro-Spinal Fluid.*,
Left Cerebrum.Sub-lobar.*.Gray Matter.Hypothalamus,
Right Cerebrum.Sub-lobar.*.Gray Matter.Hypothalamus,
Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 13,235
Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 13,235
Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 13,
Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.Brodmann area 13,
Left Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 13,243
Left Cerebrum.Limbic Lobe.Extra-Nuclear.White Matter.*,
Left Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.*,
Left Cerebrum.Limbic Lobe.Anterior Cingulate.*.*,
Right Cerebrum.Limbic Lobe.Anterior Cingulate.*.*,116
Right Cerebrum.Limbic Lobe.Anterior Cingulate.White Matter.*,
Right Cerebrum.Limbic Lobe.Extra-Nuclear.White Matter.*,
Right Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 13,
Left Cerebrum.Temporal Lobe.Sub-Gyral.*.*,
Left Cerebrum.Sub-lobar.Extra-Nuclear.*.*,243
Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Putamen,336
Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 25,280
Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 25,
Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Putamen,343
Right Cerebrum.Sub-lobar.Extra-Nuclear.*.*,
Right Cerebrum.Temporal Lobe.Sub-Gyral.*.*,
Left Cerebrum.Sub-lobar.*.Gray Matter.*,286
Right Cerebrum.Sub-lobar.*.Gray Matter.*,
*.Temporal Lobe.Superior Temporal Gyrus.*.*,
Left Cerebrum.Frontal Lobe.Sub-Gyral.*.*,
Right Cerebrum.Frontal Lobe.Sub-Gyral.*.*,
Left Cerebrum.Frontal Lobe.Extra-Nuclear.*.*,
Right Cerebrum.Frontal Lobe.Extra-Nuclear.*.*,
Left Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 47,243
Right Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 47,
Left Cerebrum.Frontal-Temporal Space.*.*.*,
Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 32,
Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 32,
Right Cerebrum.Frontal-Temporal Space.*.*.*,
Left Cerebrum.Frontal-Temporal Space.Inferior Frontal Gyrus.*.*,
Left Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 47,
Left Cerebrum.Frontal Lobe.Extra-Nuclear.Gray Matter.Brodmann area 13,
Right Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 47,80
Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 47,80
Left Cerebrum.Frontal Lobe.Extra-Nuclear.White Matter.*,
Right Cerebrum.Frontal Lobe.Extra-Nuclear.White Matter.*,
Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 10,
Left Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 10,
Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 10,
Right Cerebrum.Frontal Lobe.Medial Frontal Gyrus.Gray Matter.Brodmann area 10,
Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 47,
Left Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 10,
Right Cerebrum.Frontal Lobe.Middle Frontal Gyrus.Gray Matter.Brodmann area 10,
Right Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.Brodmann area 10,
Left Cerebrum.Frontal Lobe.Superior Frontal Gyrus.Gray Matter.Brodmann area 10,
Left Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Occipital Lobe.Inferior Occipital Gyrus.Gray Matter.Brodmann area 19,
*.*.Sub-Gyral.*.*,138
Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19,141
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 37,
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19,265
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 37,
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Limbic Lobe.Lingual Gyrus.White Matter.*,131
Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 19,298
Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 19,
Left Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 19,
Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 30,176
Right Cerebrum.Limbic Lobe.Sub-Gyral.Gray Matter.Brodmann area 30,
Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 30,
Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 27,179
Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.Brodmann area 27,345
Right Cerebrum.Temporal Lobe.*.White Matter.*,
Left Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Tail,
Right Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Tail,
Left Brainstem.Midbrain.Thalamus.Gray Matter.Medial Geniculum Body,
Right Brainstem.Midbrain.Thalamus.Gray Matter.Medial Geniculum Body,
Left Cerebrum.Sub-lobar.Insula.White Matter.*,235
Right Cerebrum.Midbrain.*.*.*,
Right Cerebrum.Sub-lobar.Insula.White Matter.*,72
Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 22,330
Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 22,231
Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 13,71
Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 22,
Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.Brodmann area 22,
Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 13,
Left Cerebrum.Sub-lobar.Insula.*.*,
Left Cerebrum.Sub-lobar.Claustrum.Gray Matter.*,
Right Cerebrum.Sub-lobar.Claustrum.Gray Matter.*,80
Right Cerebrum.Sub-lobar.Insula.*.*,
Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Lateral Globus Pallidus,
Left Brainstem.Midbrain.*.Gray Matter.Subthalamic Nucleus,
Right Brainstem.Midbrain.*.Gray Matter.Subthalamic Nucleus,
Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Lateral Globus Pallidus,344
Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Medial Globus Pallidus,
Right Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.Medial Globus Pallidus,
Left Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 22,332
Right Brainstem.Midbrain.Extra-Nuclear.White Matter.*,
Right Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 22,62
Left Cerebrum.Sub-lobar.*.White Matter.*,
Right Cerebrum.Sub-lobar.*.White Matter.*,
Right Cerebrum.Temporal Lobe.Insula.*.*,160
Left Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Head,344
Right Cerebrum.Sub-lobar.Caudate.Gray Matter.Caudate Head,347
Right Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 47,
Right Cerebrum.Sub-lobar.Inferior Frontal Gyrus.Gray Matter.Brodmann area 47,
Left Cerebrum.Sub-lobar.Insula.Gray Matter.Brodmann area 47,243
Left Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 24,
Right Cerebrum.Limbic Lobe.Anterior Cingulate.Gray Matter.Brodmann area 24,152
Right Cerebrum.Frontal Lobe.*.Gray Matter.Brodmann area 10,116
Right Cerebrum.*.Medial Frontal Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Cuneus.*.*,
Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18,
Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17,175
Right Cerebrum.Occipital Lobe.Cuneus.*.*,
Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17,
Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18,137
Left Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 19,
Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 30,176
Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.Brodmann area 30,
Left Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 10,
Right Cerebrum.Frontal Lobe.Inferior Frontal Gyrus.Gray Matter.Brodmann area 10,
Left Cerebrum.Occipital Lobe.Cuneus.White Matter.*,
Right Cerebrum.Occipital Lobe.Cuneus.White Matter.*,
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 18,
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.Brodmann area 18,
Left Cerebrum.Limbic Lobe.Lingual Gyrus.White Matter.*,176
Left Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.*,
Right Cerebrum.Temporal Lobe.Sub-Gyral.Gray Matter.*,
Left Cerebrum.Temporal Lobe.*.White Matter.Caudate Tail,
Left Cerebrum.Sub-lobar.Caudate.Gray Matter.*,
Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Caudate Tail,
Right Cerebrum.Sub-lobar.Caudate.Gray Matter.*,
Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Caudate Tail,
Left Cerebrum.Sub-lobar.*.Gray Matter.Lateral Geniculum Body,
Left Brainstem.Midbrain.*.Gray Matter.Medial Geniculum Body,
Right Brainstem.Midbrain.*.Gray Matter.Medial Geniculum Body,
Right Cerebrum.Sub-lobar.*.Gray Matter.Lateral Geniculum Body,
Left Cerebrum.Sub-lobar.Lentiform Nucleus.Gray Matter.*,
Right Cerebrum.Midbrain.Extra-Nuclear.White Matter.*,
Left Brainstem.Midbrain.*.White Matter.*,
Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Anterior Commissure,
Inter-Hemispheric.*.*.White Matter.Anterior Commissure,
Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Anterior Commissure,
Left Cerebrum.Frontal-Temporal Space.Superior Temporal Gyrus.*.*,
Left Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Corpus Callosum,
Inter-Hemispheric.*.*.White Matter.Corpus Callosum,
Right Cerebrum.Sub-lobar.Extra-Nuclear.White Matter.Corpus Callosum,
Left Cerebrum.Sub-lobar.Extra-Nuclear.Gray Matter.Brodmann area 47,247
Left Cerebrum.Sub-lobar.Extra-Nuclear.Cerebro-Spinal Fluid.*,
Right Cerebrum.Sub-lobar.Claustrum.White Matter.*,
Left Cerebrum.Frontal Lobe.Sub-Gyral.White Matter.Corpus Callosum,
Right Cerebrum.Frontal Lobe.Sub-Gyral.White Matter.Corpus Callosum,
Left Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 10,
Right Cerebrum.Frontal Lobe.Sub-Gyral.Gray Matter.Brodmann area 10,
*.*.*.Gray Matter.*,
Left Cerebrum.Occipital Lobe.*.Gray Matter.*,
Left Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.*,
Right Cerebrum.Occipital Lobe.Middle Occipital Gyrus.Gray Matter.*,
Right Cerebrum.*.*.Gray Matter.*,
*.*.Middle Occipital Gyrus.Gray Matter.*,
Inter-Hemispheric.*.Lingual Gyrus.*.*,
Right Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.*,8
Left Cerebrum.Limbic Lobe.Lingual Gyrus.Gray Matter.*,
*.*.Middle Temporal Gyrus.Gray Matter.*,
Left Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.*,
Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.*,334
*.Sub-lobar.Extra-Nuclear.White Matter.*,
Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.*,341
Left Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.*,330
Left Cerebrum.Occipital Lobe.Cuneus.Gray Matter.*,
Inter-Hemispheric.Occipital Lobe.*.Gray Matter.*,
Right Cerebrum.Occipital Lobe.Cuneus.Gray Matter.*,
Right Cerebrum.*.Cuneus.Gray Matter.*,
Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 18,
Inter-Hemispheric.*.Cuneus.*.*,
Right Cerebrum.Occipital Lobe.*.Gray Matter.*,
Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.Brodmann area 17,
Left Cerebrum.Occipital Lobe.Lingual Gyrus.Gray Matter.*,
Right Cerebrum.*.Middle Occipital Gyrus.Gray Matter.*,
Inter-Hemispheric.Occipital Lobe.Cuneus.*.*,
Inter-Hemispheric.Occipital Lobe.Cuneus.Gray Matter.*,
Inter-Hemispheric.Occipital Lobe.Lingual Gyrus.Gray Matter.*,
Right Cerebrum.*.Middle Occipital Gyrus.*.*,
Inter-Hemispheric.Occipital Lobe.*.*.*,
Left Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.*,
Right Cerebrum.Occipital Lobe.Inferior Temporal Gyrus.Gray Matter.*,
*.*.Inferior Temporal Gyrus.Gray Matter.*,
Right Cerebrum.*.Inferior Temporal Gyrus.Gray Matter.*,
Left Cerebrum.Occipital Lobe.Sub-Gyral.Gray Matter.*,
Left Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.*,
Right Cerebrum.Temporal Lobe.Inferior Temporal Gyrus.Gray Matter.*,
Right Cerebrum.Temporal Lobe.Middle Temporal Gyrus.Gray Matter.*,
Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.*,
Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 37,
*.*.Culmen of Vermis.*.*,
Right Cerebrum.Occipital Lobe.Middle Temporal Gyrus.Gray Matter.Brodmann area 37,100
Right Cerebrum.Occipital Lobe.Middle Temporal Gyrus.*.*,
Left Cerebrum.Occipital Lobe.Middle Temporal Gyrus.White Matter.*,
Right Cerebrum.*.Middle Temporal Gyrus.*.*,
Right Cerebellum.Anterior Lobe.Culmen.Gray Matter.Brodmann area 19,
Left Cerebrum.Temporal Lobe.Lingual Gyrus.White Matter.*,
Left Cerebrum.Temporal Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19,
Right Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.*,14
Right Cerebrum.Temporal Lobe.Lingual Gyrus.Gray Matter.Brodmann area 19,20
Right Cerebrum.Temporal Lobe.Lingual Gyrus.White Matter.*,
Left Cerebrum.Limbic Lobe.Parahippocampal Gyrus.Gray Matter.*,
Left Cerebrum.Temporal Lobe.*.Cerebro-Spinal Fluid.Caudate Tail,
Left Cerebrum.Temporal Lobe.*.White Matter.*,
Right Cerebrum.Temporal Lobe.Extra-Nuclear.White Matter.*,
Right Brainstem.*.*.*.*,
Right Cerebrum.Temporal Lobe.Superior Temporal Gyrus.Gray Matter.*,
Left Brainstem.Midbrain.Extra-Nuclear.White Matter.*,
Right Cerebrum.*.Superior Temporal Gyrus.*.*,
Left Cerebrum.Temporal Lobe.Insula.Gray Matter.*,
Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Lateral Nucleus,334
Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Medial Nucleus,334
Left Cerebrum.Sub-lobar.Thalamus.Gray Matter.Mammillary Body,334
Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Mammillary Body,341
Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Medial Nucleus,341
Right Cerebrum.Sub-lobar.Thalamus.Gray Matter.Ventral Posterior Lateral Nucleus,
Right Cerebrum.Sub-lobar.Insula.Gray Matter.*,
Right Cerebrum.Temporal Lobe.Insula.Gray Matter.*,160
Left Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 22,
Right Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 22,
Left Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 13,
Right Cerebrum.Temporal Lobe.Insula.Gray Matter.Brodmann area 13,
Left Cerebrum.Temporal Lobe.Insula.*.*,
Left Cerebrum.Sub-lobar.Insula.Gray Matter.*,
